,content
212,"et plusieurs de ses collègues  relative a l'autonomie et a la decentralisation des etablissements publics a caractere scientifique, culturel et professionnel"
213,modifiant l'ordonnance no 59-2 du 2 janvier 1959 portant loi organique relative aux lois de finances et accordant aux collectivites locales l'autonomie de gestion de leur tresorerie
214,tendant a autoriser certains praticiens qui viennent de prendre leur retraite a assurer pendant une duree maximale de 5 ans un enseignement universitaire
215,et plusieurs de ses collègues  TENDANT A INSTITUER L'EGALITE DES PARENTS D'ENFANTS NATURELS ET DES PARENTS DIVORCES EN MATIERE D'AUTORITE PARENTALE
216,tendant a instituer l'egalite des parents d'enfants naturels et des parents divorces en matiere d'autorite parentale
217,et plusieurs de ses collègues  tendant a modifier les articles 374 et 288 du Code civil
218,oposition de loi de M. Daniel MILLAUD  tendant a confirmer les competences du territoire relatives a l'organisation des auxiliaires de justice de Polynesie francaise
219,"tendant a permettre l'avancement au grade superieur a titre honoraire des officiers, sous-officiers et officiers mariniers rayes des cadres pour invalidite imputable au service en temps de guerre ou lors d'operations de securite ou de maintien de l'ordre"
220,
221,TENDANT A PRECISER LES CONDITIONS D'AVANCEMENT DES FONCTIONNAIRES EN POSITION DE DETACHEMENT SPECIAL
222,"utorisant l'approbation d'un avenant modifiant la convention entre la Republique francaise et la Republique federale d'Allemagne en vue d'eviter les doubles impositions et d'etablir des regles d'assistance administrative et juridique reciproque en matiere d'impots sur le revenu et sur la fortune, ainsi qu'en matiere de contribution des patentes et de contributions foncieres, du 21 juillet 1959, modifiee par l'avenant du 9 juin 1969"
223, d'un avenant modifiant la convention entre le gouvernement de la republique francaise et le gouvernement du Royaume du Maroc tendant a eliminer les doubles impositions et a etablir des regles d'assistance mutuelle administrative en matiere fiscale
224,e loi de M. Roland COURTEAU  et plusieurs de ses collègues  tendant a supprimer les sanctions contre les avocats prevues a l'article 75 de l'ordonnance no 45-1708 du 31 juillet 1945 sur le Conseil d'Etat
225,"TENDANT, EN CAS DE SITUATION DIFFICILE D'UNE EXPLOITATION AGRICOLE, A DISSOCIER L'AVOIR PERSONNEL DE L'AGRICULTEUR DU CAPITAL D'EXPLOITATION DE L'ENTREPRISE"
226,RELATIVE A LA CREATION D'UNE BANQUE REGIONALE DE DEVELOPPEMENT EN GUYANE
227,tendant a exclure la residence principale de la base d'imposition a l'impot de solidarite sur la fortune
228,TENDANT A MODIFIER LE LIVRE V DU CODE DE LA CONSTRUCTION ET DE L'HABITATION AFIN DE PREVOIR DES MESURES CONCERNANT LES BATIMENTS EN RUINE
229,RELATIVE AUX BAUX COMMERCIAUX DANS LES COMMUNES TOURISTIQUES ET LES STATIONS CLASSEES
230,tendant a accroitre la duree maximale des baux derogatoires dans les communes touristiques ou thermales
231,
232,et plusieurs de ses collègues  tendant a completer l'article 93 du code general des impots en cas de cessation d'activite pour cause de retraite
233,portant diverses mesures de soutien au benevolat dans les associations
234,relative au soutien au benevolat et a la vie associative
235,"TENDANT A ACCORDER AUX SALARIES, CADRES BENEVOLES DES ASSOCIATIONS DE CONSOMMATEURS, DES AUTORISATIONS D'ABSENCE POUR SIEGER DANS DIVERSES INSTANCES ET ASSUMER LEUR MISSION"
236,i  RELATIF AUX BIENS CULTURELS MARITIMES ET MODIFIANT LA LOI DU 27 SEPTEMBRE 1941 PORTANT REGLEMENTATION DES FOUILLES ARCHEOLOGIQUES
237,relative a la taxation des biens immobiliers detenus en France par des societes etrangeres
238,tendant a mettre en place un bilan ecologique des entreprises
239,tendant a rendre obligatoire l'addition de 5 % de carburant d'origine agricole aux carburants petroliers
240,tendant a rendre obligatoire l'incorporation des biocarburants dans les carburants petroliers
241,tendant a rendre obligatoire l'incorporation de biocarburants dans les essences vendues sur le territoire francais
242,tendant a rendre obligatoire l'addition de carburants d'origine agricole dans les carburants petroliers
243,elatif a la participation des organismes financiers a la lutte contre le blanchiment des capitaux provenant du trafic de stupefiants
244,TENDANT A MAINTENIR L'ANIMATION ET LA VIE LOCALE DES BOURGS RURAUX
245,
246,et plusieurs de ses collègues  tendant a completer l'ordonnance no 59-2 du 2 janvier 1959 portant loi organique relative aux lois de finances
247,
248,relatif aux caisses de credit municipal
249,tendant a modifier des textes relatifs aux caisses d'epargne et de prevoyance
250, modifiant la loi no 83-557 du 1er juillet 1983 portant reforme des caisses d'epargne et de prevoyance
251,TENDANT A EXCLURE L'ALLOCATION MENSUELLE VERSEE PAR LE DEPARTEMENT AU TITRE DE L'AIDE SOCIALE A L'ENFANCE DU MONTANT DES RESSOURCES PRISES EN COMPTE POUR LE CALCUL DU REVENU MINIMUM D'INSERTION
252,TENDANT A ACCORDER LE BENEFICE DE LA CAMPAGNE DOUBLE AUX ANCIENS MILITAIRES D'AFRIQUE DU NORD
253,oposition de loi de M. Paul MASSON  et plusieurs de ses collègues  tendant a clarifier la redaction de l'article L. 52-1 du code electoral relatif aux campagnes de promotion publicitaire des realisations ou de la gestion des collectivites locales
254,"tendant a reglementer la commercialisation, la possession et l'utilisation des postes emetteurs recepteurs fonctionnant sur les canaux banalises"
255,
256,TENDANT A MODIFIER LES ARTICLES L. 162 ET L. 210-1 DU CODE ELECTORAL RELATIFS AUX DECLARATIONS DE CANDIDATURES AU SECOND TOUR DES ELECTIONS LEGISLATIVES ET CANTONALES
257,TENDANT A RENDRE OBLIGATOIRES LES DECLARATIONS DE CANDIDATURE AUX ELECTIONS MUNICIPALES DANS TOUTES LES COMMUNES
258,RELATIVE A L'ELECTION DES CONSEILLERS MUNICIPAUX DANS LES COMMUNES DE 3500 HABITANTS ET PLUS
259,RELATIVE A LA DECLARATION DES CANDIDATURES LORS DES ELECTIONS MUNICIPALES
260,TENDANT A MODIFIER LES ARTICLES L.266 ET L.248 DU CODE ELECTORAL RELATIFS AUX DECLARATIONS DE CANDIDATURES AUX ELECTIONS MUNICIPALES
261,relative aux conditions de presentation des listes aux elections regionales
262,"TENDANT A INTERDIRE, DANS LES COMMUNES DE MOINS DE 3500 HABITANTS, A UNE PERSONNE D'ETRE CANDIDATE SUR PLUSIEURS LISTES LORS DES ELECTIONS MUNICIPALES"
263,oposition de loi de M. Michel SOUPLET  et plusieurs de ses collègues  tendant a rendre obligatoire l'addition de 5 p. 100 de carburant d'origine agricole aux carburants petroliers
264,et plusieurs de ses collègues  relative a l'attribution de la carte de combattant aux soldats polonais ayant servi dans l'armee francaise
265,et plusieurs de ses collègues  TENDANT A ACCORDER LE BENEFICE DE LA CARTE DU COMBATTANT ET DE LA LEGISLATION SUR LES VICTIMES DE GUERRE A TOUS LES FRANCAIS QUI COMBATTIRENT VOLONTAIREMENT DANS LES RANGS DE L'ARMEE REPUBLICAINE D'ESPAGNE AINSI QU'A LEURS FAMILLES
266,TENDANT A ACCORDER LE BENEFICE DE LA CARTE DU COMBATTANT ET DE LA LEGISLATION SUR LES VICTIMES DE GUERRE A TOUS LES FRANCAIS QUI COMBATTIRENT VOLONTAIREMENT DANS LES RANGS DE L'ARMEE REPUBLICAINE D'ESPAGNE AINSI QU'A LEUR FAMILLE
267,relative a l'attribution de la carte du combattant aux soldats polonais ayant servi dans l'armee francaise
268,TENDANT A CREER LA CARTE MEDICALE D'URGENCE
269,tendant a etendre aux territoires d'outre-mer les dispositions de la loi no 90-509 du 25 juin 1990 modifiant le code des assurances et portant extension aux departements d'outre-mer du regime d'indemnisation des catastrophes naturelles
270,tendant a etendre le benefice de la loi no 87-517 du 10 juillet 1987 relative a l'emploi des handicapes aux centres d'adaptation a la vie active
271,tendant a organiser le certificat d'hebergement par les communes
272,oposition de loi de M. Charles PASQUA  et plusieurs de ses collègues  organisant le certificat d'hebergement par les communes
273,RELATIVE A LA CESSATION VOLONTAIRE DE GROSSESSE
274,"utorisant la ratification d'un traite entre la Republique francaise et les Lander de Bade-Wurtemberg, de l'Etat libre de Baviere, de Berlin, de la ville libre hanseatique de Breme, de la ville libre et hanseatique de Hambourg, de Hesse, de Basse-Saxe, de Rhenanie du Nord-Westphalie, de Rhenanie-Palatinat, de Sarre, du Schleswig-Holstein sur la chaine culturelle europeenne"
275,"e M. Georges OTHILY  portant creation, a Cayenne, d'une chambre detachee de la Cour d'Appel de Fort-de-France"
276,et plusieurs de ses collègues  portant creation de chambres consulaires des professions liberales
277,tendant a creer des chambres consulaires des professions liberales
278,TENDANT A L'OFFICIALISATION DES CHAMBRES DES PROFESSIONS LIBERALES ET ASSIMILEES ACTUELLEMENT CONSTITUEES EN ASSOCIATIONS CONFORMEMENT A LA LOI DU 1ER JUILLET 1901
279,tendant a ecarter du champ d'application de l'article L. 311-2 du code de la securite sociale les professionnels executant une mission pour une personne morale de droit public et deja assujettis a titre personnel a la taxe professionnelle
280,"TENDANT A FACILITER LE CHANGEMENT DES LIMITES DES COMMUNES LORS DE L'AMENAGEMENT DE L'INFRASTRUCTURE ROUTIERE, FERROVIAIRE OU FLUVIALE"
281,relative a la reconnaissance par le droit fiscal des charges financieres liees a la maternite
282,"endant a permettre la creation de""Chartes de participation""dans les collectivites territoriales et a determiner les modalites de l'interessement des agents de ces collectivites"""
283,
284,"de M. Louis MERMAZ  et plusieurs de ses collègues  portant dispositions relatives a l'exploitation de la chasse dans les bois, forets et terrains appartenant a l'Etat"
285,elatif a la securite des cheques et des cartes de paiement
286,tendant a rendre obligatoire l'admission des chiens guides d'aveugles dans tous les lieux publics et accessibles au public
287,TENDANT A COMPLETER L'ARTICLE L. 431 DU CODE DE LA SANTE PUBLIQUE RELATIF A L'ORDRE NATIONAL DES CHIRURGIENS-DENTISTES
288,tendant a assurer l'egalite des salaries en matiere de choix d'organisme mutualiste au regard de la participation du Comite d'Entreprise au financement des oeuvres sociales
289,et plusieurs de ses collègues  RELATIVE AU LIBRE CHOIX DES PRENOMS DE L'ENFANT PAR SES PARENTS
290,RELATIVE AU LIBRE CHOIX DES PRENOMS DE L'ENFANT PAR SES PARENTS
291,RELATIVE A LA TRANSMISSION DU NOM PATRONYMIQUE ET PERMETTANT DE CHOISIR POUR LES ENFANTS LE NOM DU PERE OU CELUI DE LA MERE
292,tendant a etendre aux titulaires du revenu minimum d'insertion le benefice de l'aide aux chomeurs createurs d'entreprise
293, relatif aux circonscriptions electorales pour l'election des membres du Conseil superieur des Francais de l'etranger
294,ojet de loi  relatif a la circulation des vehicules terrestres dans les espaces naturels et portant modification du code des communes
295,tendant a completer les dispositions de la loi no 90-55 du 15 janvier 1990 relative a la limitation des depenses electorales et a la clarification du financement des activites politiques afin de permettre aux mandataires financiers des candidats a des elections dans les cantons ou les communes de moins de 9.000 habitants de recevoir des dons de personnes morales en vue du financement de leur campagne
296,"relative a l'article L. 130-1 du code de l'urbanisme, tendant a empecher la modification du classement par le plan d'occupation des sols d'un espace boise detruit par un incendie"
297,tendant a interdire certaines modifications du plan d'occupation des sols dans les communes victimes de feux de forets
298,RELATIVE AU DEVELOPPEMENT DU CLIMATISME ET DE LA CLIMATOTHERAPIE
299,tendant a modifier le Livre VII du code de la sante publique et a developper le climatisme medical et therapeutique
300,TENDANT A ALLEGER LES CHARGES SOCIALES DES CLUBS SPORTIFS SUR LES INDEMNITES DE DEDOMMAGEMENT VERSEES AUX DIRIGEANTS BENEVOLES
301,i  relatif au code de la propriete intellectuelle (partie legislative)
302,ojet de loi  inserant au Livre II (partie legislative) du code de la route un Titre VIII relatif a l'enregistrement et a la communication des informations relatives a la documentation exigee pour la conduite et la circulation des vehicules
303,i  RELATIF AU CODE DE LA VOIRIE ROUTIERE (PARTIE LEGISLATIVE)
304,TENDANT A INSTITUER UN CODE DE L'URBANISME APPLICABLE A MAYOTTE
305,"e loi de M. Hubert HAENEL  et plusieurs de ses collègues  tendant a l'introduction dans le code des assurances de dispositions particulieres aux departements du Bas-Rhin, du Haut-Rhin et de la Moselle"
306,TENDANT A MODIFIER CERTAINES DISPOSITIONS DU CODE DES PENSIONS MILITAIRES D'INVALIDITE ET DES VICTIMES DE LA GUERRE RELATIVES AUX PENSIONS D'ASCENDANTS
307,i  relatif au code des ports maritimes (Premiere partie : legislative)
308,fiant certaines dispositions du code du service national relatives a la reserve du service militaire
309,
310,i  modifiant le code forestier
311,elatif a l'entree en vigueur du nouveau code penal et la modification de certaines dispositions de droit penal et de procedure penale rendue necessaire par cette entree en vigueur
312,i  PORTANT REFORME DES DISPOSITIONS GENERALES DU CODE PENAL
313,tendant a limiter la participation des collectivites territoriales aux depenses de fonctionnement des clubs professionnels de football
314,tendant a instituer un college des Procureurs Generaux pres la Cour de Cassation et les Cours d'Appel
315,  relatif a la colombophilie
316,  RELATIF AUX CONDITIONS DE RECONNAISSANCE DE LA QUALITE DE COMBATTANT VOLONTAIRE DE LA RESISTANCE
317,et plusieurs de ses collègues  tendant a reconnaitre le 16 juillet journee nationale de commemoration des persecutions et crimes racistes antisemites et xenophobes perpetres par l'Etat Francais de Vichy
318,"tendant a reconnaitre le 16 juillet journee nationale de commemoration des persecutions et des crimes racistes, antisemites et xenophobes perpetres par le regime de Vichy"
319,relative a la commemoration du souvenir des morts pour la France lors des evenements d'Algerie
320,"TENDANT A RECONNAITRE OFFICIELLEMENT LE CARACTERE DE JOURNEE NATIONALE DU SOUVENIR ET DU RECUEILLEMENT A LA JOURNEE DU 19 MARS, DATE ANNIVERSAIRE DU CESSEZ-LE-FEU SURVENU EN ALGERIE EN 1962"
321,"et plusieurs de ses collègues  TENDANT A RECONNAITRE OFFICIELLEMENT LE CARACTERE DE JOURNEE NATIONALE DU SOUVENIR ET DU RECUEILLEMENT A LA JOURNEE DU 19 MARS, DATE ANNIVERSAIRE DU CESSEZ-LE-FEU SURVENU EN ALGERIE EN 1962"
322,
323,tendant a autoriser la commercialisation des vinaigres dilues de miel ou de fruits a l'instar du regime actuellement en vigueur dans les departements d'Alsace-Lorraine
324,TENDANT A CREER UNE COMMISSION DE CONTROLE SUR LA MISE EN OEUVRE DE LA LOI PORTANT DISPOSITIONS STATUTAIRES ET PREPARATOIRES A L'AUTODETERMINATION DE LA NOUVELLE-CALEDONIE EN 1998
325,aude GAYSSOT  et plusieurs de ses collègues  tendant a la creation d'une commission de controle sur la SNCF
326, PONS  et plusieurs de ses collègues  tendant a la creation d'une commission de controle sur le fonctionnement de la justice
327,MÉHAIGNERIE  et plusieurs de ses collègues  tendant a la creation d'une commission de controle sur le fonctionnement et le devenir des premiers cycles universitaires
