,Title,Name,content,
122,allocation aux handicapes adultes,Georges HAGE,tendant a assurer le maintien integral de l'allocation aux handicapes adultes en cas de mariage,
123,ALLOCATION DE FRANCHISE AUX BOUILLEURS DE CRU,François D'HARCOURT,TENDANT A RETABLIR L'ALLOCATION DE FRANCHISE SUPPRIMEE PAR LES ORDONNANCES NO 60-907 DU 30 AOUT 1960 ET NO 60-1253 A 1256 DU 29 NOVEMBRE 1960,
124,allocation de logement,Jean-Luc REITZER,tendant a modifier l'article 13 de la loi no 71-582 du 16 juillet 1971 relative a l'allocation de logement en ce qui concerne les modalites de reglement de cette allocation,
125,allocation de logement a caractere social,Pascal CLÉMENT,"tendant a etendre le benefice de l'allocation de logement a caractere social, sans autre critere d'attribution que le montant des ressources et le montant du loyer, a l'ensemble du territoire national",
126,allocation de soutien familial differentielle,Jacques BARROT,tendant a instituer une allocation de soutien familial differentielle,
127,allocation logement en long sejour,Serge VINÇON,et plusieurs de ses collègues  relative aux conditions d'attribution de l'allocation logement social pour les personnes agees hebergees en service de long sejour,
128,allocation pour enfant handicape,René COUANAU,tendant a creer une allocation parentale d'education pour enfant handicape,
129,allocation pour les personnes agees,"Lucien NEUWIRTH, André Jourdain",oposition de loi de M. Lucien NEUWIRTH  et plusieurs de ses collègues  visant a la creation d'une allocation pour les situations de dependance resultant d'un etat de senescence,
130,allocation-logement aux personnes agees,Denis JACQUAT,tendant a modifier les conditions d'attribution de l'allocation-logement aux personnes agees hebergees en centres de long sejour,
131,"ALLOCUTION DE M. EDOUARD FREDERIC-DUPONT, PRESIDENT D'AGE",,,
132,"Allocution de M. EMMANUELLI, President de l'Assemblee nationale",,,
133,"ALLOCUTION DE M. LAURENT FABIUS, PRESIDENT DE L'AN",,,
134,allongeant la seconde session ordinaire du Parlement,Bernard LAURENT,et plusieurs de ses collègues  tendant a allonger la seconde session ordinaire du Parlement,
135,Alsaciens-Mosellans incorpores de force,Denis JACQUAT,"endant a la creation d'un statut specifique au profit des Alsaciens-Mosellans incorpores de force dans les organisations du""Reichsarbeitsdienst""et du""Kriegshilfsdienst""",
136,AMELIORATION DES S LOCATIFS,"Louis MERMAZ, François Colcombet, Luc Dejoie",de loi de M. Louis MERMAZ  et plusieurs de ses collègues  TENDANT A AMELIORER LES RAPPORTS LOCATIFS ET PORTANT MODIFICATION DE LA LOI NO 86-1290 DU 23 DECEMBRE 1986,
137,ameliorer la procedure legislative,Marcel RUDLOFF,et plusieurs de ses collègues  tendant a ameliorer la procedure legislative,
138,amenagement de la Loire,Jean ROYER,sur l'amenagement de la Loire,
139,amenagement de l'etang de Berre,Louis MINETTI,et plusieurs de ses collègues  tendant a assurer l'amenagement et la rehabilitation de l'etang de Berre,
140,amenagement de l'etang de Berre,Paul LOMBARD,tendant a assurer l'amenagement et la rehabilitation de l'etang de Berre,
141,AMENAGEMENT DU REGIME QUIRATAIRE,Ambroise GUELLEC,RELATIVE A L'AMENAGEMENT DU REGIME QUIRATAIRE,
142,amenager des dispositions du code electoral,Jean Louis MASSON,tendant a amenager plusieurs dispositions du code electoral,
143,amendements a la convention Inmarsat,Michel D'Aillieres,des amendements a la convention du 3 septembre 1976 portant creation de l'Organisation internationale de telecommunications maritimes par satellites (inmarsat) et des amendements a l'accord d'exploitation du 3 septembre 1976 relatif a l'Organisation internationale de telecommunications maritimes par satellite (Inmarsat),
144,amendements a la convention Inmarsat,Michel D'Aillieres,des amendements a la convention du 3 septembre 1976 portant creation de l'Organisation internationale de telecommunications maritimes par satellites (Inmarsat) et des amendements a l'accord d'exploitation du 3 septembre 1976 relatif a l'Organisation internationale de telecommunications maritimes par satellites (Inmarsat),
145,amendements a la convention sur les zones humides,Roland Nungesser,"torisant l'approbation d'amendements a la convention du 2 fevrier 1971 relative aux zones humides d'importance internationale, particulierement comme habitats des oiseaux, adoptes par la conference extraordinaire reunie a Regina, Canada, le 28 mai 1987",
146,AMNISTIE,"Marcel Rudloff, Jean-Pierre Michel",ojet de loi  PORTANT AMNISTIE,
147,amnistie  en Nouvelle-Caledonie,"Jean-Pierre Michel, Etienne Dailly",portant amnistie d'infractions commises a l'occasion d'evenements survenus en Nouvelle-Caledonie,
148,amnistie a la suite des evenements de La Reunion,Élie HOARAU,portant amnistie a la suite des evenements de La Reunion de fevrier et mars 1991,
149,AMNISTIE DANS LES DOM-TOM,Ernest MOUTOUSSAMY,RELATIVE L'AMNISTIE DANS LES DEPARTEMENTS ET TERRITOIRES D'OUTRE-MER,
150,AMNISTIE DANS LES DOM-TOM,Henri BANGOU,et plusieurs de ses collègues  RELATIVE A L'AMNISTIE DANS LES DEPARTEMENTS ET TERRITOIRES D'OUTRE-MER,
151,amnistie des sanctions disciplinaires des travailleurs,Charles LEDERMAN,et plusieurs de ses collègues  relative a l'amnistie des sanctions disciplinaires et professionnelles prises a l'encontre des travailleurs a l'occasion d'un conflit collectif du travail,
152,AMNISTIE DES SANCTIONS PROFESSIONNELLES,Georges MARCHAIS,RELATIVE A L'AMNISTIE DES SANCTIONS DISCIPLINAIRES ET PROFESSIONNELLES PRISES A L'ENCONTRE DES TRAVAILLEURS A L'OCCASION D'UN CONFLIT COLLECTIF DU TRAVAIL,
153,AMNISTIE EN GUADELOUPE,Louis MERMAZ,RELATIVE A L'AMNISTIE EN GUADELOUPE,
154,AMNISTIE EN GUADELOUPE,"Jean-Pierre Michel, Marcel Rudloff",PORTANT AMNISTIE,
155,ANCIENS COMBATTANTS D'AFN,Gilbert MILLET,"TENDANT A LA RECONNAISSANCE DE LA PATHOLOGIE PROPRE AUX ANCIENS COMBATTANTS D'ALGERIE, DE TUNISIE ET DU MAROC",
156,ANCIENS COMBATTANTS D'AFN,Robert PAGÈS,"et plusieurs de ses collègues  TENDANT A LA RECONNAISSANCE DE LA PATHOLOGIE PROPRE AUX ANCIENS COMBATTANTS D'ALGERIE, DE TUNISIE ET DU MAROC",
157,anciens combattants d'AFN,Robert PAGÈS,et plusieurs de ses collègues  tendant a prendre en compte la duree du sejour en Afrique-du-Nord de 1952 a 1962 des anciens combattants pour une retraite anticipee,
158,anciens combattants d'Afrique-du-Nord,François D'HARCOURT,"tendant a accorder aux anciens combattants d'Afrique-du-Nord, dans des situations socialement difficiles, le benefice de la retraite anticipee et aux anciens militaires d'Afrique-du-Nord le benefice de la campagne double",
159,ANCIENS COMBATTANTS DE LA GRANDE GUERRE,Claude BIRRAUX,TENDANT A HONORER LES ANCIENS COMBATTANTS DE LA GRANDE GUERRE,
160,anciens de la France libre,René COUANAU,"tendant a instituer une promotion speciale dans l'Ordre de la Legion d'Honneur, dans l'Ordre national du Merite et un contingent special de medailles militaires pour les anciens de la France libre",
161,anniversaire du cessez-le-feu en Algerie,Robert PAGÈS,"et plusieurs de ses collègues  tendant a reconnaitre officiellement le caractere de journee nationale du souvenir et du recueillement a la journee du 19 mars, date anniversaire du cessez-le-feu survenu en Algerie en 1962",
162,APPELES SAPEURS-POMPIERS COMMUNAUX,Jean DESANLIS,TENDANT A METTRE DES APPELES DU CONTINGENT A LA DISPOSITION DES CORPS DE SAPEURS-POMPIERS COMMUNAUX ET DEPARTEMENTAUX,
163,APPELLATION DES OLIVES DE NYONS,Henri MICHEL,"ELATIVE A L'APPELLATION D'ORIGINE CONTROLEE""OLIVES DE NYONS""OU""OLIVES NOIRES DE NYONS""ET""HUILE D'OLIVES DE NYONS""",
164,appellations d'origine controlee,"Bernard Barbier, François Patriat",latif aux appellations d'origine controlee des produits agricoles et alimentaires bruts ou transformes,
165,APPLICATION DES LOIS DANS LES TOM,Alexandre LÉONTIEFF,RELATIVE A L'APPLICATION DES LOIS DANS LES TERRITOIRES D'OUTRE-MER,
166,application du droit en Alsace-Moselle,"Marcel RUDLOFF, Marcel Rudloff, Edmond Gerrer","oposition de loi de M. Marcel RUDLOFF  et plusieurs de ses collègues  portant diverses mesures d'harmonisation entre le droit applicable dans les departements du Bas-Rhin, du Haut-Rhin et de la Moselle et le droit applicable dans les autres departements",
167,application du principe ne bis in idem,"François Loncle, Jean-Pierre Bayle",orisant l'approbation de la convention entre les Etats membres des Communautes europeennes relative a l'application du principe ne bis in idem,
168,apprentissage et  formation professionnelle,"Alain Néri, Jean Madelain", portant diverses dispositions relatives a l'apprentissage et a la formation professionnelle et modifiant le code du travail,
169,arbitrage au sein de la CSCE,,Projet de loi autorisant la ratification de la convention relative a la conciliation et a l'arbitrage au sein de la Conference sur la securite et la cooperation en Europe,
170,architectes,Claude HURIET,et plusieurs de ses collègues  tendant a creer une possibilite de recours a l'egard des decisions des architectes des batiments de France,
171,ART. L. 49 DU CODE DES DEBITS DE BOISSONS,Pierre-Rémy HOUSSIN,TENDANT A MODIFIER L'ARTICLE L. 49 DU CODE DES DEBITS DE BOISSONS ET DES MESURES DE LUTTE CONTRE L'ALCOOLISME,
172,ARTICLE L. 30 DU CODE ELECTORAL,Jean POURCHET,TENDANT A COMPLETER L'ARTICLE L. 30 DU CODE ELECTORAL,
173,article L.311-bis dans le Code de securite sociale,Jean MADELAIN,inserant un article L.311-bis dans le Code de la securite sociale,
174,ARTICLE 55 DE LA CONSTITUTION,Xavier DENIAU,TENDANT A COMPLETER L'ARTICLE 55 DE LA CONSTITUTION,
175,articles 39 et 93 du code general des impots,Claude GAILLARD,"endant a modifier les articles 39 et 93 du code general des impots afin de permettre la deductibilite fiscale des primes afferentes aux contrats d'assurance couvrant les pertes d'exploitation dues a l'absence d'un""homme-cle""dans une petite et moyenne entreprise ou une petite et moyenne industrie""",
176,"articles 6,24,32 et 56 de la Constitution",Etienne DAILLY,"tendant a modifier les articles 6,24,32 et 56 de la Constitution",
177,ASSEMBLEE DE POLYNESIE FRANCAISE,Alexandre LÉONTIEFF,TENDANT A HOMOLOGUER DES DELIBERATIONS DE L'ASSEMBLEE TERRITORIALE DE POLYNESIE FRANCAISE,
178,assemblees parlementaires et assemblees locales,Claude HURIET,et plusieurs de ses collègues  tendant a garantir la stabilite du regime electoral des assemblees parlementaires et des assemblees des collectivites territoriales,
179,ASSIETTE DE L'IMPOT SUR LE REVENU,Christine BOUTIN,TENDANT A MODIFIER L'ASSIETTE DE L'IMPOT SUR LE REVENU,
180,assistance judiciaire pour la liaison trans-Manche,"André Delehedde, Jacques Golliet","utorisant l'approbation du protocole entre le Gouvernement de la Republique francaise et le Gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord relatif aux controles frontaliers et a la police, a la cooperation judiciaire en matiere penale, a la securite civile et a l'assistance mutuelle concernant la liaison fixe trans-Manche",
181,assistantes maternelles,"Nelly Rodi, Robert Le Foll","i  relatif aux assistantes maternelles et modifiant le code de la famille et de l'aide sociale, le code de la sante publique et le code du travail",
182,ASSOCIATIONS AGREEES D'ALSACE-LORRAINE,Jean Louis MASSON,TENDANT A PERMETTRE AUX ASSOCIATIONS AGREEES D'ALSACE-LORRAINE DE BENEFICIER DE TOUS LES AVANTAGES DES ASSOCIATIONS RECONNUES D'UTILITE PUBLIQUE,
183,associations contre la fraude electorale,"Pierre PASQUINI, Pierre Pasquini",oi de M. Pierre PASQUINI  tendant a completer le code de procedure penale pour permettre aux associations ayant vocation a lutter contre la fraude electorale d'exercer les droits reconnus a la partie civile,
184,ASSOCIATIONS CULTUELLES,Charles PASQUA,"et plusieurs de ses collègues  RELATIVE AUX DESTRUCTIONS, DEGRADATIONS ET DOMMAGES COMMIS AU PREJUDICE D'UNE ASSOCIATION CULTUELLE",
185,associations defendant le Quart-Monde,Emmanuel AUBERT,tendant a habiliter les associations constituees pour la defense des interets du Quart-Monde a exercer l'action civile,
186,associations defendant le Quart-Monde,Jean BRIANE,tendant a habiliter les associations constituees pour la defense des interets du Quart-Monde a exercer l'action civile,
187,associations defendant le Quart-Monde,Michel PELCHAT,tendant a habiliter les associations constituees pour la defense des interets du Quart-Monde a exercer l'action civile,
188,associations en Alsace-Lorraine,Jean Louis MASSON,tendant a moderniser le droit local d'Alsace-Lorraine applicable aux associations,
189,ASSOCIATIONS ET LA TAXE SUR LES SALAIRES,Jean-Pierre BRARD,"TENDANT A EXONERER LES ASSOCIATIONS D'AIDE A DOMICILE, LES ETABLISSEMENTS HOSPITALIERS ET LES CAISSES DES ECOLES DE LA TAXE SUR LES SALAIRES",
190,associations solidaires des pauvres,Philippe VASSEUR,tendant a habiliter les associations solidaires des personnes en situation de grande pauvrete a exercer l'action civile,
191,assurance maladie des appeles,Daniel LE MEUR,"tendant a valider comme periode d'assurance, celle ou des personnes sous les drapeaux, qui ont contracte une maladie les rendant inaptes a l'exercice de leur emploi precedent, ont du, avant 1968, recourir a des stages professionnels de reclassement",
192,assurance maladie des appeles,Robert PAGÈS,"et plusieurs de ses collègues  tendant a valider comme periode d'assurance celle ou des personnes sous les drapeaux qui ont contracte une maladie les rendant inaptes a l'exercice de leur emploi precedent ont du, avant 1968, recourir a des stages professionnels de reclassement",
193,assurance maladie des etudiants handicapes,Christine BOUTIN,relative a l'affiliation a l'assurance maladie des etudiants handicapes,
194,assurance maladie des travailleurs non salaries,"Marcel RUDLOFF, Guy Robert",oposition de loi de M. Marcel RUDLOFF  tendant a abroger l'article 9 de la loi no 90-1260 du 31 decembre 1990 afin de retablir les droits acquis des travailleurs non salaries non agricoles en matiere d'assurance-maladie,
195,ASSURANCE MALADIE DES VEUVES OU DIVORCEES,Christine BOUTIN,RELATIVE A L'ASSURANCE MALADIE ET MATERNITE DES MERES DE FAMILLE VEUVES OU DIVORCEES,
196,assurance obligatoire en cas de licenciement,André DILIGENT,"et plusieurs de ses collègues  sur l'assurance obligatoire, visant a prevoir le paiement des indemnites de preavis et des indemnites de licenciement dont peuvent beneficier les salaries en cas de destruction de l'entreprise par un incendie du a une cause accidentelle constituant cas de force majeure",
197,ASSURANCE POUR CATASTROPHES NATURELLES,Auguste LEGROS,TENDANT A ETENDRE A L'OUTRE-MER L'ASSURANCE POUR CATASTROPHES NATURELLES,
198,assurance vie et suicide,Roselyne BACHELOT-NARQUIN,tendant a modifier l'article L. 113-1 et a supprimer l'article L. 132-7 du code des assurances en ce qui concerne les risques garantis par l'assurance vie en cas de deces par suicide,
199,assurances sociales agricoles,Christian KERT,tendant a abroger l'article 34 de la loi no 91-1406 du 31 decembre 1991 relatif aux assurances sociales agricoles,
200,atteintes a la securite de la navigation maritime,"Pierre Pasquini, Alphonse Arzel",relatif aux atteintes a la securite de la navigation maritime et des plates-formes fixes situees sur le plateau continental,
201,attribuant aux communes les immeubles vacants,Patrick DEVEDJIAN,tendant a attribuer aux communes les immeubles vacants et sans maitre,
202,ATTRIBUER AUX COMMUNES LES BIENS VACANTS,François ASENSI,TENDANT A ATTRIBUER AUX COMMUNES LES BIENS VACANTS ET SANS MAITRE AYANT UN CARACTERE D'IMMEUBLE,
203,ATTRIBUTION DE BIENS VACANTS AUX COMMUNES ,Paulette FOST,TENDANT A ATTRIBUER AUX COMMUNES LES BIENS VACANTS ET SANS MAITRE AYANT UN CARACTERE D'IMMEUBLE,
